   AU  TBLno  BEC  Proportion  Regen_Delay  Density Regen_Method  Util_DBH_cm  OAF1  OAF2 FIZ SPP_1  PCT_1   SI  GW_1 GW_age_1 SPP_2 PCT_2 GW_2 GW_age_2 SPP_3 PCT_3 GW_3 GW_age_3 SPP_4 PCT_4 GW_4 GW_age_4 SPP_5 PCT_5 GW_5 GW_age_5
21000  21000 SBPS        0.30            4     1001            P         12.5  0.76  0.95   I    PL     97  9.6   3.0       12    FD     1                  SW     2                                                                  
22000  22000 SBPS        0.30            4     1001            P         12.5  0.67  0.95   I    PL     97 11.2   3.0       12    FD     1                  SW     2                                                                  
23000  23000 SBPS        0.30            4     1001            P         12.5  0.64  0.95   I    PL     97 14.4   3.0       12    FD     1                  SW     2                                                                  
21001  21001   MS        0.85            2     1133            P         12.5  0.62  0.95   I    PL     79  9.8   3.0       12    SW    10                  FD     8                  BL     3                                        
22001  22001   MS        0.85            2     1133            P         12.5  0.61  0.95   I    PL     79 10.8   3.0       12    SW    10                  FD     8                  BL     3                                        
23001  23001   MS        0.85            2     1133            P         12.5  0.63  0.95   I    PL     79 12.1   3.0       12    SW    10                  FD     8                  BL     3                                        
21002  21002  IDF        0.90            2     1139            P         17.5  0.59  0.95   I   PLI     41 13.0   9.0       12    FD    41                  SW    15                  BL     3                                        
22002  22002  IDF        0.90            2     1139            P         17.5  0.67  0.95   I   PLI     41 15.8   9.0       12    FD    41                  SW    15                  BL     3                                        
23002  23002  IDF        0.90            2     1139            P         17.5  0.77  0.95   I   PLI     41 19.8   9.0       12    FD    41                  SW    15                  BL     3                                        
21003  21003  IDF        0.90            2     1139            P         17.5  0.62  0.95   I   PLI     41 12.4   9.0       12    FD    41                  SW    15                  BL     3                                        
22003  22003  IDF        0.90            2     1139            P         17.5  0.69  0.95   I   PLI     41 16.1   9.0       12    FD    41                  SW    15                  BL     3                                        
23003  23003  IDF        0.90            2     1139            P         17.5  0.75  0.95   I   PLI     41 19.8   9.0       12    FD    41                  SW    15                  BL     3                                        
21004  21004   MS        1.00            1     1400            P         17.5  0.51  0.95   I    SW    100  9.2                                                                                                                       
22004  22004   MS        0.85            2     1133            P         12.5  0.50  0.95   I    PL     79 11.1   3.0       12    SW    10                  FD     8                  BL     3                                        
23004  23004   MS        0.85            2     1133            P         12.5  0.51  0.95   I    PL     79 13.3   3.0       12    SW    10                  FD     8                  BL     3                                        
21005  21005 SBPS        1.00            1     1400            P         17.5  0.56  0.95   I    SW    100 10.0                                                                                                                       
22005  22005  SBS        1.00            1     1400            P         17.5  0.54  0.95   I    PL    100 12.6                                                                                                                       
23005  23005  SBS        1.00            1     1400            P         17.5  0.58  0.95   I    SW    100 16.8                                                                                                                       
21006  21006 ESSF        1.00            2     1173            P         17.5  0.57  0.95   I    BL     57  8.3   6.6       12    SE    32                  SW     9                  FD     2                                        
22006  22006 ESSF        1.00            2     1173            P         17.5  0.61  0.95   I    BL     57 10.4   6.6       12    SE    32                  SW     9                  FD     2                                        
23006  23006 ESSF        1.00            2     1173            P         17.5  0.66  0.95   I    BL     57 13.6   6.6       12    SE    32                  SW     9                  FD     2                                        
21007  21007 ESSF        1.00            1     1400            P         17.5  0.51  0.95   I   PLI    100  9.3                                                                                                                       
22007  22007 ESSF        1.00            1     1400            P         17.5  0.52  0.95   I   PLI    100 11.0                                                                                                                       
23007  23007 ESSF        1.00            1     1400            P         17.5  0.56  0.95   I    PL    100 13.3                                                                                                                       
21008  21008  IDF        0.85            2     1133            P         12.5  0.57  0.95   I    PL     79 10.9   3.0       12    SW    10                  FD     8                  BL     3                                        
22008  22008  IDF        0.85            2     1133            P         12.5  0.52  0.95   I    PL     79 13.2   3.0       12    SW    10                  FD     8                  BL     3                                        
23008  23008  ICH        1.00            1     1400            P         17.5  0.62  0.95   I    PL    100 16.9                                                                                                                       
21009  21009  SBS        1.00            1     1400            P         17.5  0.54  0.95   I    SE    100  9.9                                                                                                                       
22009  22009 ESSF        1.00            2     1255            P         17.5  0.59  0.95   I    SE     58 13.6  12.8       12    PL    28                  BL     8                  FD     6                                        
23009  23009  SBS        1.00            1     1400            P         17.5  0.69  0.95   I    SW    100 19.1                                                                                                                       
